Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season,ATF_Price_INR
Air India,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 22 May,23h 10m,2 stops,No info,10676,Business,3,3 Stop(s),2019-04-29 00:00:00,22,0,0,86776.7699546993
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 13 Jun,18h 10m,1 stop,No info,13044,First Class,2,2 Stop(s),2019-05-22 00:00:00,21,0,0,67553.4688747609
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16h,1 stop,No info,14388,Business,2,2 Stop(s),2019-04-19 00:00:00,17,0,0,66863.9449647487
IndiGo,2019-06-24 00:00:00,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943,First Class,1,1 Stop(s),2019-06-09 00:00:00,15,0,0,81846.4904583558
IndiGo,2019-06-03 00:00:00,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,First Class,1,1 Stop(s),2019-04-20 00:00:00,44,0,0,62309.3972948638
Air India,2019-03-21 00:00:00,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,5932,First Class,2,2 Stop(s),2019-03-19 00:00:00,2,1,1,62221.3395520227
Jet Airways,2019-06-15 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 16 Jun,16h 55m,1 stop,In-flight meal not included,10262,Economy,2,2 Stop(s),2019-04-30 00:00:00,46,0,0,76180.2672574695
Vistara,2019-05-12 00:00:00,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216,Economy,1,1 Stop(s),2019-03-18 00:00:00,55,1,1,83138.1104005784
IndiGo,2019-06-15 00:00:00,Kolkata,Banglore,CCU → BLR,20:25,23:10,2h 45m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-05-08 00:00:00,38,0,0,85821.9174976903
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 22 May,14h,1 stop,No info,14067,Economy,2,2 Stop(s),2019-03-30 00:00:00,52,0,0,86616.3822772898
Jet Airways,2019-05-18 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 19 May,23h 50m,2 stops,No info,15129,Business,3,3 Stop(s),2019-05-10 00:00:00,8,1,1,75322.419077327
Jet Airways,2019-06-06 00:00:00,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 07 Jun,21h 40m,2 stops,No info,13376,Economy,3,3 Stop(s),2019-04-09 00:00:00,58,0,0,60762.5738023229
Air India,2019-06-27 00:00:00,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 28 Jun,21h 15m,2 stops,No info,10441,Business,3,3 Stop(s),2019-05-31 00:00:00,27,0,0,87247.9765789996
Jet Airways,2019-05-24 00:00:00,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030,Business,1,1 Stop(s),2019-05-10 00:00:00,14,0,0,75322.419077327
Jet Airways,2019-03-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,17024,Business,2,2 Stop(s),2019-02-13 00:00:00,18,0,1,87279.6120623635
Multiple carriers,2019-04-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 10 Apr,8h,1 stop,No info,13017,Economy,2,2 Stop(s),2019-02-11 00:00:00,57,0,1,74855.3073033381
GoAir,2019-06-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 07 Jun,8h 15m,1 stop,No info,6686,First Class,2,2 Stop(s),2019-04-18 00:00:00,49,0,0,82666.5341562915
IndiGo,2019-06-15 00:00:00,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636,Business,2,2 Stop(s),2019-05-28 00:00:00,18,0,0,75080.3706968658
IndiGo,2019-06-09 00:00:00,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442,Economy,2,2 Stop(s),2019-05-06 00:00:00,34,0,0,72813.2336587877
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → HYD → COK,13:05,00:55 22 May,11h 50m,1 stop,No info,9486,Business,2,2 Stop(s),2019-04-05 00:00:00,46,0,0,83129.0153986368
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 22 May,27h 35m,1 stop,In-flight meal not included,10844,Economy,2,2 Stop(s),2019-04-20 00:00:00,31,0,0,62309.3972948638
Jet Airways,2019-06-03 00:00:00,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 04 Jun,8h 25m,2 stops,In-flight meal not included,15318,Business,3,3 Stop(s),2019-05-16 00:00:00,18,0,0,69696.0879606227
Air India,2019-04-03 00:00:00,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 04 Apr,20h 55m,1 stop,No info,5117,First Class,2,2 Stop(s),2019-02-18 00:00:00,44,0,1,76401.3083802984
IndiGo,2019-06-24 00:00:00,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,Business,2,2 Stop(s),2019-05-10 00:00:00,45,0,0,75322.419077327
Multiple carriers,2019-06-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005,First Class,2,2 Stop(s),2019-04-14 00:00:00,56,0,0,75257.1207349411
SpiceJet,2019-04-03 00:00:00,Kolkata,Banglore,CCU → BLR,22:20,00:40 04 Apr,2h 20m,non-stop,No info,3873,Business,1,1 Stop(s),2019-02-22 00:00:00,40,0,1,88184.9682469257
Jet Airways,2019-03-21 00:00:00,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,18:50 22 Mar,24h 25m,2 stops,In-flight meal not included,9270,Business,3,3 Stop(s),2019-01-21 00:00:00,59,1,1,78355.5868416714
GoAir,2019-06-27 00:00:00,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898,First Class,1,1 Stop(s),2019-06-17 00:00:00,10,0,0,65595.5553119956
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14781,First Class,2,2 Stop(s),2019-05-06 00:00:00,6,1,1,72813.2336587877
Jet Airways,2019-05-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1 stop,In-flight meal not included,8586,First Class,2,2 Stop(s),2019-03-27 00:00:00,58,0,0,69755.4996608024
Air India,2019-05-09 00:00:00,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,07:55 10 May,23h 35m,2 stops,No info,10697,Business,3,3 Stop(s),2019-05-02 00:00:00,7,0,0,86882.7389977048
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35 28 Jun,16h 35m,2 stops,No info,14300,Business,3,3 Stop(s),2019-05-06 00:00:00,52,0,0,72813.2336587877
IndiGo,2019-03-03 00:00:00,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,8855,First Class,1,1 Stop(s),2019-01-26 00:00:00,36,0,1,83555.2788417904
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 May,25h 45m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-03-16 00:00:00,57,1,1,81205.7203154285
Jet Airways,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 07 Mar,26h 10m,1 stop,No info,17024,First Class,2,2 Stop(s),2019-01-25 00:00:00,40,0,1,73682.0995265111
Jet Airways,2019-05-01 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28h 50m,1 stop,In-flight meal not included,9314,First Class,2,2 Stop(s),2019-04-06 00:00:00,25,1,1,74813.8678909317
IndiGo,2019-03-24 00:00:00,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4777,First Class,1,1 Stop(s),2019-03-12 00:00:00,12,0,1,83167.3430788997
Air India,2019-06-09 00:00:00,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 Jun,25h 15m,1 stop,No info,7662,Economy,2,2 Stop(s),2019-04-21 00:00:00,49,0,0,68692.543587413
IndiGo,2019-05-09 00:00:00,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442,First Class,2,2 Stop(s),2019-04-27 00:00:00,12,0,0,84110.1623069734
SpiceJet,2019-06-12 00:00:00,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264,First Class,2,2 Stop(s),2019-06-02 00:00:00,10,0,0,64346.8461627367
Jet Airways,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 May,15h 25m,1 stop,In-flight meal not included,12898,First Class,2,2 Stop(s),2019-04-15 00:00:00,42,0,0,87226.9942177828
Air India,2019-03-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,6092,First Class,1,1 Stop(s),2019-02-20 00:00:00,11,0,1,89087.5388329368
SpiceJet,2019-05-21 00:00:00,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3311,Economy,1,1 Stop(s),2019-05-13 00:00:00,8,0,0,63595.9610200105
Jet Airways,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9h 10m,1 stop,In-flight meal not included,6540,Business,2,2 Stop(s),2019-03-10 00:00:00,17,0,1,62236.5193103931
IndiGo,2019-05-27 00:00:00,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,First Class,1,1 Stop(s),2019-04-06 00:00:00,51,0,0,74813.8678909317
Jet Airways,2019-04-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 04 Apr,22h 35m,1 stop,In-flight meal not included,5177,Economy,2,2 Stop(s),2019-02-19 00:00:00,43,0,1,65545.6336657658
Air India,2019-04-18 00:00:00,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,8246,Economy,1,1 Stop(s),2019-03-09 00:00:00,40,1,1,84065.9094226212
Jet Airways,2019-06-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14676,First Class,2,2 Stop(s),2019-05-05 00:00:00,35,0,0,66838.0548762583
Multiple carriers,2019-06-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587,Business,2,2 Stop(s),2019-05-20 00:00:00,38,0,0,89153.4624816288
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12h 10m,1 stop,In-flight meal not included,9663,First Class,2,2 Stop(s),2019-04-25 00:00:00,11,0,0,79002.1126953127
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 13 Jun,17h 35m,1 stop,No info,13044,Economy,2,2 Stop(s),2019-05-06 00:00:00,37,0,0,72813.2336587877
IndiGo,2019-04-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 04 Apr,5h 5m,1 stop,No info,5073,Business,2,2 Stop(s),2019-02-12 00:00:00,50,0,1,61031.6556334566
Vistara,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 22 May,25h 50m,1 stop,No info,9345,First Class,2,2 Stop(s),2019-05-11 00:00:00,10,0,0,72522.3300944634
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 07 May,20h,1 stop,In-flight meal not included,9663,First Class,2,2 Stop(s),2019-04-12 00:00:00,24,0,0,79092.3123379134
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,14277,Economy,2,2 Stop(s),2019-03-30 00:00:00,52,0,0,86616.3822772898
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 02 Jun,18h 25m,1 stop,In-flight meal not included,10262,Economy,2,2 Stop(s),2019-05-28 00:00:00,4,0,0,75080.3706968658
Jet Airways,2019-03-27 00:00:00,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,Business,1,1 Stop(s),2019-02-03 00:00:00,52,0,1,88466.5661176
Multiple carriers,2019-05-15 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1 stop,No info,13727,Business,2,2 Stop(s),2019-04-09 00:00:00,36,0,0,60762.5738023229
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16h,1 stop,In-flight meal not included,9663,First Class,2,2 Stop(s),2019-04-18 00:00:00,18,0,0,82666.5341562915
IndiGo,2019-05-12 00:00:00,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858,First Class,1,1 Stop(s),2019-05-01 00:00:00,11,1,1,84223.2046549219
SpiceJet,2019-06-24 00:00:00,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812,First Class,2,2 Stop(s),2019-06-13 00:00:00,11,0,0,76073.2405222428
IndiGo,2019-06-27 00:00:00,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Jun,5h 45m,1 stop,No info,5775,First Class,2,2 Stop(s),2019-06-02 00:00:00,25,0,0,64346.8461627367
Jet Airways,2019-06-06 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 Jun,24h 10m,1 stop,In-flight meal not included,10539,First Class,2,2 Stop(s),2019-05-14 00:00:00,23,0,0,70128.4551421088
IndiGo,2019-06-03 00:00:00,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804,Business,1,1 Stop(s),2019-04-23 00:00:00,41,0,0,87890.9295702772
Air Asia,2019-06-12 00:00:00,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,Economy,1,1 Stop(s),2019-05-09 00:00:00,34,0,0,60208.5639159357
IndiGo,2019-03-03 00:00:00,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,8738,Business,2,2 Stop(s),2019-01-03 00:00:00,59,0,1,81959.8182543422
Air India,2019-03-27 00:00:00,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Mar,25h 35m,1 stop,No info,7165,First Class,2,2 Stop(s),2019-03-22 00:00:00,5,0,1,85893.1027762678
IndiGo,2019-06-24 00:00:00,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412,Business,2,2 Stop(s),2019-05-03 00:00:00,52,0,0,69540.1042491559
Jet Airways,2019-06-27 00:00:00,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,Business,1,1 Stop(s),2019-05-11 00:00:00,47,0,0,72522.3300944634
Jet Airways,2019-03-12 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15 13 Mar,18h 40m,1 stop,In-flight meal not included,11087,Economy,2,2 Stop(s),2019-02-10 00:00:00,30,0,1,63661.1470453434
SpiceJet,2019-06-27 00:00:00,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,First Class,1,1 Stop(s),2019-06-22 00:00:00,5,0,0,75362.7917489784
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1 stop,No info,12471,Business,2,2 Stop(s),2019-05-20 00:00:00,23,0,0,89153.4624816288
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 25 Jun,19h 25m,1 stop,In-flight meal not included,10262,First Class,2,2 Stop(s),2019-05-30 00:00:00,25,0,0,68359.3939270983
Air India,2019-03-18 00:00:00,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,4441,First Class,1,1 Stop(s),2019-02-17 00:00:00,29,0,1,75602.0406353343
Multiple carriers,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1 stop,No info,12537,Economy,2,2 Stop(s),2019-03-12 00:00:00,15,0,1,83167.3430788997
GoAir,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40 25 Mar,9h 15m,1 stop,No info,10091,Business,2,2 Stop(s),2019-03-12 00:00:00,12,0,1,83167.3430788997
Air India,2019-06-03 00:00:00,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6961,Economy,1,1 Stop(s),2019-05-08 00:00:00,26,0,0,85821.9174976903
IndiGo,2019-04-24 00:00:00,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5013,First Class,1,1 Stop(s),2019-03-03 00:00:00,52,0,1,68140.4709532169
Air India,2019-05-18 00:00:00,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6934,Economy,1,1 Stop(s),2019-04-19 00:00:00,29,1,1,66863.9449647487
Multiple carriers,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,10877,Economy,2,2 Stop(s),2019-05-06 00:00:00,28,0,0,72813.2336587877
Jet Airways,2019-04-18 00:00:00,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,First Class,1,1 Stop(s),2019-04-15 00:00:00,3,1,1,87226.9942177828
IndiGo,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1 stop,No info,7048,Business,2,2 Stop(s),2019-03-20 00:00:00,7,0,1,70753.9718563282
Vistara,2019-06-27 00:00:00,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,First Class,1,1 Stop(s),2019-05-26 00:00:00,32,0,0,61106.608420636
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-04-21 00:00:00,30,0,0,68692.543587413
Jet Airways,2019-05-18 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,15129,Economy,3,3 Stop(s),2019-05-03 00:00:00,15,1,1,69540.1042491559
IndiGo,2019-05-12 00:00:00,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-03-30 00:00:00,43,1,1,86616.3822772898
SpiceJet,2019-06-06 00:00:00,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583,Economy,2,2 Stop(s),2019-05-23 00:00:00,14,0,0,74917.4551767716
Multiple carriers,2019-06-06 00:00:00,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646,Business,2,2 Stop(s),2019-04-17 00:00:00,50,0,0,72311.4876910689
Multiple carriers,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7677,Business,2,2 Stop(s),2019-05-03 00:00:00,31,0,0,69540.1042491559
IndiGo,2019-06-01 00:00:00,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6842,Economy,2,2 Stop(s),2019-05-25 00:00:00,7,0,0,68545.214831324
Jet Airways,2019-06-24 00:00:00,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995,Business,1,1 Stop(s),2019-05-23 00:00:00,32,0,0,74917.4551767716
Vistara,2019-06-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555,Business,2,2 Stop(s),2019-04-27 00:00:00,43,0,0,84110.1623069734
IndiGo,2019-06-01 00:00:00,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077,First Class,1,1 Stop(s),2019-04-27 00:00:00,35,0,0,84110.1623069734
Jet Airways,2019-05-12 00:00:00,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,First Class,1,1 Stop(s),2019-04-06 00:00:00,36,1,1,74813.8678909317
Multiple carriers,2019-06-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192,Business,2,2 Stop(s),2019-05-23 00:00:00,17,0,0,74917.4551767716
Air India,2019-04-12 00:00:00,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5911,Business,1,1 Stop(s),2019-04-03 00:00:00,9,0,1,82823.5514585069
Air India,2019-06-12 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,8372,First Class,2,2 Stop(s),2019-05-11 00:00:00,32,0,0,72522.3300944634
Jet Airways,2019-03-18 00:00:00,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-01-23 00:00:00,54,0,1,68764.3394560566
Multiple carriers,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323,Economy,2,2 Stop(s),2019-05-07 00:00:00,2,0,0,84540.4429776748
Jet Airways,2019-06-09 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,No info,13014,First Class,3,3 Stop(s),2019-05-04 00:00:00,36,0,0,63301.5577358303
Air India,2019-06-06 00:00:00,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2 stops,No info,13591,Economy,3,3 Stop(s),2019-06-04 00:00:00,2,0,0,89569.513623318
Jet Airways,2019-03-03 00:00:00,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2 stops,No info,18799,Economy,3,3 Stop(s),2019-02-01 00:00:00,30,0,1,65115.7237106188
IndiGo,2019-04-27 00:00:00,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No info,3943,First Class,1,1 Stop(s),2019-04-18 00:00:00,9,0,1,82666.5341562915
SpiceJet,2019-05-21 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,Business,1,1 Stop(s),2019-05-11 00:00:00,10,0,0,72522.3300944634
Jet Airways,2019-05-27 00:00:00,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,Business,1,1 Stop(s),2019-04-04 00:00:00,53,0,0,76838.3159270849
Air India,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No info,14641,Business,2,2 Stop(s),2019-02-23 00:00:00,29,0,1,86844.8205128295
Air India,2019-04-12 00:00:00,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460,Business,1,1 Stop(s),2019-03-22 00:00:00,21,0,1,85893.1027762678
Air India,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191,First Class,2,2 Stop(s),2019-04-26 00:00:00,22,1,1,86143.8177056315
Jet Airways,2019-03-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843,First Class,2,2 Stop(s),2019-03-06 00:00:00,3,0,1,68428.0352906214
IndiGo,2019-05-01 00:00:00,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1 stop,No info,6349,First Class,2,2 Stop(s),2019-03-16 00:00:00,46,1,1,81205.7203154285
Air Asia,2019-05-01 00:00:00,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409,Economy,1,1 Stop(s),2019-04-06 00:00:00,25,1,1,74813.8678909317
Jet Airways,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1 stop,No info,17024,Economy,2,2 Stop(s),2019-01-17 00:00:00,48,0,1,69127.2672887861
Multiple carriers,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13727,Business,2,2 Stop(s),2019-03-20 00:00:00,59,1,1,70753.9718563282
IndiGo,2019-03-15 00:00:00,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855,Business,1,1 Stop(s),2019-01-22 00:00:00,52,0,1,64184.8158195613
Multiple carriers,2019-06-24 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524,Economy,2,2 Stop(s),2019-06-14 00:00:00,10,0,0,62708.6931016323
Jet Airways,2019-03-18 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,No info,13555,Economy,2,2 Stop(s),2019-01-19 00:00:00,58,0,1,72958.3505592635
Jet Airways,2019-06-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-04-10 00:00:00,57,0,0,63236.7428097991
Multiple carriers,2019-06-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13587,Economy,2,2 Stop(s),2019-04-21 00:00:00,49,0,0,68692.543587413
SpiceJet,2019-06-12 00:00:00,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,Business,1,1 Stop(s),2019-04-29 00:00:00,44,0,0,86776.7699546993
Vistara,2019-03-18 00:00:00,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,4842,Business,1,1 Stop(s),2019-03-15 00:00:00,3,0,1,84463.842853645
IndiGo,2019-04-24 00:00:00,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2h 50m,non-stop,No info,3943,First Class,1,1 Stop(s),2019-04-22 00:00:00,2,0,1,64836.6386176201
Jet Airways,2019-06-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577,First Class,2,2 Stop(s),2019-04-21 00:00:00,49,0,0,68692.543587413
IndiGo,2019-05-15 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979,Economy,2,2 Stop(s),2019-03-20 00:00:00,56,0,0,70753.9718563282
Vistara,2019-06-27 00:00:00,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,First Class,1,1 Stop(s),2019-06-24 00:00:00,3,0,0,79355.1837122835
SpiceJet,2019-06-06 00:00:00,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264,Business,2,2 Stop(s),2019-04-27 00:00:00,40,0,0,84110.1623069734
Vistara,2019-03-03 00:00:00,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,8001,First Class,1,1 Stop(s),2019-01-14 00:00:00,48,0,1,66370.1733203483
